,audioFileName,text,audioLength
5859,227593_1.wav,ஏறத்தாழ ஐந்து அடி விட்டம் கொண்டதாக இருக்கும்.,5.948
5235,227593_2.wav,ஏறத்தாழ ஐந்து அடி விட்டம் கொண்டதாக இருக்கும்.,4.22
5858,227594_1.wav,இவர் பணம் வாங்கிக் கொண்டு செய்த முதல் கச்சேரியும் அதுதான்.,5.82
5234,227594_2.wav,இவர் பணம் வாங்கிக் கொண்டு செய்த முதல் கச்சேரியும் அதுதான்.,5.5
5856,227596_1.wav,வகுத்தல் என்பது பெருக்கத்தின் தலைகீழ் ஆகும்.,5.436
5232,227596_2.wav,வகுத்தல் என்பது பெருக்கத்தின் தலைகீழ் ஆகும்.,3.644
5855,227597_1.wav,அவனைப் பார்த்ததும் புலவர் அவனைத் தொழுது எழுந்தாராம்.,6.332000000000002
5231,227597_2.wav,அவனைப் பார்த்ததும் புலவர் அவனைத் தொழுது எழுந்தாராம்.,4.54
5854,227598_1.wav,சாதகமான சூழலில் இவை நீரில் சென்று பொறிக்கப் படுகின்றன.,6.0760000000000005
5230,227598_2.wav,சாதகமான சூழலில் இவை நீரில் சென்று பொறிக்கப் படுகின்றன.,6.524
5853,227599_1.wav,"அவர் எகிப்திய நாட்டிலுள்ள அலெக்சாந்திரியா நகரத்தில் கிரேக்கம், இலத்தீன் மொழிகளை நன்கு கற்றுணர்ந்தார்.",8.124
5229,227599_2.wav,"அவர் எகிப்திய நாட்டிலுள்ள அலெக்சாந்திரியா நகரத்தில் கிரேக்கம், இலத்தீன் மொழிகளை நன்கு கற்றுணர்ந்தார்.",8.252
5852,227600_1.wav,குறிப்பிடத்தக்க தொகையினர் % சமய சார்பு அற்றவர்கள்.,6.8439999999999985
5228,227600_2.wav,குறிப்பிடத்தக்க தொகையினர் % சமய சார்பு அற்றவர்கள்.,5.948
5851,227601_1.wav,நன்னிலம் மக்கள் தொகையில் % ஆறு வயதுக்குட்பட்டோர் ஆவார்கள்.,6.8439999999999985
5227,227601_2.wav,நன்னிலம் மக்கள் தொகையில் % ஆறு வயதுக்குட்பட்டோர் ஆவார்கள்.,5.82
5850,227602_1.wav,"கட்சி தரும் , ரூபாயில் வாழ்க்கையை நடத்துகிறார்.",5.564
5226,227602_2.wav,"கட்சி தரும் , ரூபாயில் வாழ்க்கையை நடத்துகிறார்.",4.604
5849,227603_1.wav,இதில் உலகப் போருக்கு எதிராகப் பன்னாட்டுத் தொழிலாளர்கள் அணிதிரட்டப்பட்டனர்.,6.8439999999999985
5225,227603_2.wav,இதில் உலகப் போருக்கு எதிராகப் பன்னாட்டுத் தொழிலாளர்கள் அணிதிரட்டப்பட்டனர்.,6.78
5848,227604_1.wav,அஞ்சல் துறையில் ஒரு எழுத்தராக பணிபுரிந்தார்.,5.308
5224,227604_2.wav,அஞ்சல் துறையில் ஒரு எழுத்தராக பணிபுரிந்தார்.,3.708
5847,227605_1.wav,"இதில், டெல்லி கணேஷ், சிவச்சந்திரன், மற்றும் சரத் பாபு நடித்துள்ளனர்.",6.972
5223,227605_2.wav,"இதில், டெல்லி கணேஷ், சிவச்சந்திரன், மற்றும் சரத் பாபு நடித்துள்ளனர்.",6.14
5846,227606_1.wav,சீனாவில் இத்தினம் ஒரு பொது விடுமுறையல்ல.,5.564
5222,227606_2.wav,சீனாவில் இத்தினம் ஒரு பொது விடுமுறையல்ல.,4.1560000000000015
5845,227607_1.wav,பின்னும் ஒரு சூழல் வாய்த்தது.,4.796
5221,227607_2.wav,பின்னும் ஒரு சூழல் வாய்த்தது.,4.412
5844,227608_1.wav,மேலும் கிராம் தொடக்கம் கிராம் வரை நிறையுடையவை.,6.0760000000000005
5220,227608_2.wav,மேலும் கிராம் தொடக்கம் கிராம் வரை நிறையுடையவை.,5.1160000000000005
5219,227609_2.wav,பணம் திரட்ட இவர் டேவிட் ஓ.,4.092
5842,227610_1.wav,தேர்தலில் சியாட்டில் அணி இவரை இரண்டாம் தேர்வு செய்தார்கள்.,6.0760000000000005
5218,227610_2.wav,தேர்தலில் சியாட்டில் அணி இவரை இரண்டாம் தேர்வு செய்தார்கள்.,5.627999999999999
5841,227611_1.wav,"இவரின் பெற்றோர் யோசப்பு தொட்டும்கல், செலின் தொட்டும்கல் ஆவர்.",7.8679999999999986
5217,227611_2.wav,"இவரின் பெற்றோர் யோசப்பு தொட்டும்கல், செலின் தொட்டும்கல் ஆவர்.",5.18
5840,227612_1.wav,ஆனால் தளர்ச்சி அடையாமல் தமது ஆராய்ச்சியைத் தொடர்ந்தார்.,6.332000000000002
5216,227612_2.wav,ஆனால் தளர்ச்சி அடையாமல் தமது ஆராய்ச்சியைத் தொடர்ந்தார்.,4.604
5839,227613_1.wav,"எவ்வளவு உழைத்தும் தொடர்ந்தும் பின் தங்கி நிற்கும் தொழிலாளர்கள், விவசாயிகள்.",7.356
5215,227613_2.wav,"எவ்வளவு உழைத்தும் தொடர்ந்தும் பின் தங்கி நிற்கும் தொழிலாளர்கள், விவசாயிகள்.",5.564
5838,227614_1.wav,தமிழகத்தில் இவர்கள் ஆயிரத்து பேர் வசிக்கின்றனர்.,5.82
5837,227615_1.wav,ஒரு நாள் அரசரிடம் இருந்து அழைப்பு வந்தது.,5.18
5214,227615_2.wav,ஒரு நாள் அரசரிடம் இருந்து அழைப்பு வந்தது.,4.0280000000000005
5836,227616_1.wav,சுந்தரம் அவர்கள் இரா.,3.9
5213,227616_2.wav,சுந்தரம் அவர்கள் இரா.,3.004
5835,227617_1.wav,"இப்பகுதியின் படுகை பரப்பு , சதுர கிமீ , சதுர மைல் ஆகும்.",7.1
5212,227617_2.wav,"இப்பகுதியின் படுகை பரப்பு , சதுர கிமீ , சதுர மைல் ஆகும்.",5.756
5834,227618_1.wav,பி இல் கண்டுபிடிக்கப்பட்டது.,4.1560000000000015
5211,227618_2.wav,பி இல் கண்டுபிடிக்கப்பட்டது.,3.452
5833,227619_1.wav,தனியார் துறையும் அரசு துறையும் கலந்த பொருளாதாரம் இந்தோனேசியாவினுடையது.,7.484
5210,227619_2.wav,தனியார் துறையும் அரசு துறையும் கலந்த பொருளாதாரம் இந்தோனேசியாவினுடையது.,4.86
5832,227620_1.wav,"அதவாது கிடைக்கும் குறியீட்டு அலைகளைப் பொறுத்து என்று ஆனது, எஸ்.",6.716
5209,227620_2.wav,"அதவாது கிடைக்கும் குறியீட்டு அலைகளைப் பொறுத்து என்று ஆனது, எஸ்.",5.884
5831,227621_1.wav,இது யோவான் மட்டுமே பயன்படுத்திய பெயராகும்.,5.052
5208,227621_2.wav,இது யோவான் மட்டுமே பயன்படுத்திய பெயராகும்.,4.22
5830,227622_1.wav,"முதன்மை விளக்கு, பொருளின் மீது நேரடியாகப் பட்டு அதற்கு ஒளியூட்டும் முதன்மையாக விளக்காகும்.",8.764
5207,227622_2.wav,"முதன்மை விளக்கு, பொருளின் மீது நேரடியாகப் பட்டு அதற்கு ஒளியூட்டும் முதன்மையாக விளக்காகும்.",6.972
5829,227623_1.wav,குளிர்விப்பானாகப் பயன்படுத்தப்பட்ட நீரானது அதிகப்படியான வெப்பநிலையில் இயற்கை சூழ்நிலைக்குத் திரும்புகிறது.,9.404
5206,227623_2.wav,குளிர்விப்பானாகப் பயன்படுத்தப்பட்ட நீரானது அதிகப்படியான வெப்பநிலையில் இயற்கை சூழ்நிலைக்குத் திரும்புகிறது.,7.547999999999999
5828,227624_1.wav,இருமுறை சட்டமன்ற உறுப்பினராக இருந்தும் எளிமையாக இருந்துள்ளார்.,5.692
5205,227624_2.wav,இருமுறை சட்டமன்ற உறுப்பினராக இருந்தும் எளிமையாக இருந்துள்ளார்.,4.476
5827,227625_1.wav,திருமணத்துக்கு முன் அவனுக்கும் அவளுக்கும் கள்ள உறவு.,5.692
5204,227625_2.wav,திருமணத்துக்கு முன் அவனுக்கும் அவளுக்கும் கள்ள உறவு.,4.092
5203,227626_2.wav,இதனால் ஏதேனும் நச்சுப்பொருட்களை உண்டால் அது குதிரையின் இறப்புக்குக் காரணமாகக் கூடும்.,6.0760000000000005
5825,227627_1.wav,வல்லுநர்கள் விரைவாகவும் துல்லியமாகவும் செயல்படும் காரணங்களை சில ஆய்வுகள் ஆராய்ந்துள்ளன.,7.74
5202,227627_2.wav,வல்லுநர்கள் விரைவாகவும் துல்லியமாகவும் செயல்படும் காரணங்களை சில ஆய்வுகள் ஆராய்ந்துள்ளன.,6.652
5824,227628_1.wav,தேவர்களும் அசுரர்களும் அமிழ்தம் கடைந்தார்களாம்.,6.587999999999999
5201,227628_2.wav,தேவர்களும் அசுரர்களும் அமிழ்தம் கடைந்தார்களாம்.,4.86
5823,227629_1.wav,கண்காட்சி போட்டிகளிலும் வேர்ல்ட் டீம் டென்னிஸின் செயின்ட்.,6.0760000000000005
5200,227629_2.wav,கண்காட்சி போட்டிகளிலும் வேர்ல்ட் டீம் டென்னிஸின் செயின்ட்.,5.052
5822,227630_1.wav,கருணாநிதி வசனம் எழுத.,4.668
5199,227630_2.wav,கருணாநிதி வசனம் எழுத.,2.684
5821,227631_1.wav,"இத்திரைப்படத்தில் சூர்யா, ஸ்னேகா,லைலா மற்றும் பலர் நடித்துள்ளனர்.",8.38
5198,227631_2.wav,"இத்திரைப்படத்தில் சூர்யா, ஸ்னேகா,லைலா மற்றும் பலர் நடித்துள்ளனர்.",4.412
5820,227632_1.wav,விரைவிலேயே கட்சித் தேர்தலில் வாக்குகள் பெற்று கட்சித் தலைவர் ஆனார்.,7.1
5197,227632_2.wav,விரைவிலேயே கட்சித் தேர்தலில் வாக்குகள் பெற்று கட்சித் தலைவர் ஆனார்.,4.54
5819,227633_1.wav,வைணவி என்ற மாரியம்மன் சிலை ஸ்ரீரங்கத்தில் இருந்தது.,5.18
5196,227633_2.wav,வைணவி என்ற மாரியம்மன் சிலை ஸ்ரீரங்கத்தில் இருந்தது.,3.964
5818,227634_1.wav,இராமாயணத்தின் கதை பல மட்டங்களில் தொழிற்படுகின்றது.,6.587999999999999
5195,227634_2.wav,இராமாயணத்தின் கதை பல மட்டங்களில் தொழிற்படுகின்றது.,4.1560000000000015
5817,227635_1.wav,இவை தரையில் கூடு கட்டி வாழ்கின்றன.,4.54
5194,227635_2.wav,இவை தரையில் கூடு கட்டி வாழ்கின்றன.,3.772
5816,227636_1.wav,"சோழ,பாண்டிய பேரரசுகள் இந்த ஊரை கைப்பற்றும் நோக்கில் பலமுறை போர் தொடுத்துள்ளனர்.",7.8679999999999986
5193,227636_2.wav,"சோழ,பாண்டிய பேரரசுகள் இந்த ஊரை கைப்பற்றும் நோக்கில் பலமுறை போர் தொடுத்துள்ளனர்.",5.82
5815,227637_1.wav,பெத்லகேமில் வாழ்கின்ற மக்களுள் பெரும்பான்மையோர் இசுலாம் சமயத்தவர்.,7.356
5192,227637_2.wav,பெத்லகேமில் வாழ்கின்ற மக்களுள் பெரும்பான்மையோர் இசுலாம் சமயத்தவர்.,5.18
5814,227638_1.wav,இங்கிலாந்தில் இதுஎன்று அழைக்கப்படுகிறது.,4.54
5191,227638_2.wav,இங்கிலாந்தில் இதுஎன்று அழைக்கப்படுகிறது.,3.836
5813,227639_1.wav,யானைகள் கூட்டம் கூட்டமாக மேய்வது போல மழை மேகங்கள் வானத்தில் மேய்கின்றனவாம்.,7.8679999999999986
5190,227639_2.wav,யானைகள் கூட்டம் கூட்டமாக மேய்வது போல மழை மேகங்கள் வானத்தில் மேய்கின்றனவாம்.,5.18
5812,227640_1.wav,ஒவ்வொரு பிரிவிலும் இருந்து முதலிரு அணிகள் அரையிறுதிக்கு முன்னேறின.,6.204
5189,227640_2.wav,ஒவ்வொரு பிரிவிலும் இருந்து முதலிரு அணிகள் அரையிறுதிக்கு முன்னேறின.,5.18
5811,227641_1.wav,எனும் நூலும் இந்த கழகத்தால் வெளியிடப்பட்டது.,5.436
5188,227641_2.wav,எனும் நூலும் இந்த கழகத்தால் வெளியிடப்பட்டது.,3.708
5810,227642_1.wav,இந்த உடன்படிக்கை ம ஆண்டு நடைமுறைப் படுத்தப்பட்டது.,5.82
5187,227642_2.wav,இந்த உடன்படிக்கை ம ஆண்டு நடைமுறைப் படுத்தப்பட்டது.,4.1560000000000015
5809,227643_1.wav,கனடா பின்பற்றும் அரசியல்சட்ட முடியாட்சியில் மன்னரே நாட்டுத் தலைவர் ஆவார்.,8.38
5186,227643_2.wav,கனடா பின்பற்றும் அரசியல்சட்ட முடியாட்சியில் மன்னரே நாட்டுத் தலைவர் ஆவார்.,5.627999999999999
5808,227644_1.wav,பழைய ஜூலியன் நாட்காட்டியில் இது ஒரு திங்கட்கிழமையில் ஆரம்பமானது.,6.972
5185,227644_2.wav,பழைய ஜூலியன் நாட்காட்டியில் இது ஒரு திங்கட்கிழமையில் ஆரம்பமானது.,4.988
5807,227645_1.wav,இதில்சின்னத்தின் கீழான அவரது ஒட்டுமொத்த தொழில் வாழ்க்கை வரிசைப்படுத்தப்பட்டு இருந்தது.,7.484
5184,227645_2.wav,இதில்சின்னத்தின் கீழான அவரது ஒட்டுமொத்த தொழில் வாழ்க்கை வரிசைப்படுத்தப்பட்டு இருந்தது.,5.756
5806,227646_1.wav,தமிழர்கள் முல்லை நிலத் தெய்வமாக மாயோன் என்பவரை வணங்கியதாக சங்க இலக்கியம் கூறுகிறது.,9.788
5183,227646_2.wav,தமிழர்கள் முல்லை நிலத் தெய்வமாக மாயோன் என்பவரை வணங்கியதாக சங்க இலக்கியம் கூறுகிறது.,7.1
5805,227647_1.wav,ஓவர்கள் வீசி இலக்குகள் வீழ்த்தினார்.,4.796
5182,227647_2.wav,ஓவர்கள் வீசி இலக்குகள் வீழ்த்தினார்.,3.964
5804,227648_1.wav,எழுதப்பட்டவை ஆண்டுகளிலிருந்து துவங்கி அவரது மரணம் வரை தொடர்ந்திருந்தது.,6.716
5181,227648_2.wav,எழுதப்பட்டவை ஆண்டுகளிலிருந்து துவங்கி அவரது மரணம் வரை தொடர்ந்திருந்தது.,4.988
5803,227649_1.wav,மு இரண்டாம் நூற்றாண்டுக்கும் கி.,4.668
5180,227649_2.wav,மு இரண்டாம் நூற்றாண்டுக்கும் கி.,3.9
5802,227650_1.wav,கண்ணாம்பா தெலுங்கைத் தாய் மொழியாக கொண்டவர்.,6.0760000000000005
5179,227650_2.wav,கண்ணாம்பா தெலுங்கைத் தாய் மொழியாக கொண்டவர்.,3.836
5801,227651_1.wav,கணி மரபணு வாக பின்வரும் புரதம் பயன்படுகின்றன.,5.948
5178,227651_2.wav,கணி மரபணு வாக பின்வரும் புரதம் பயன்படுகின்றன.,4.924
5800,227652_1.wav,சிவராத்திரி அன்று ஐயனார் பிறந்தவர் என்பதால் அன்று வழிபாடுகள் சிறப்பாக நடைபெறுகின்றன.,7.8679999999999986
5177,227652_2.wav,சிவராத்திரி அன்று ஐயனார் பிறந்தவர் என்பதால் அன்று வழிபாடுகள் சிறப்பாக நடைபெறுகின்றன.,5.756
5799,227653_1.wav,இப்படிப்பட்ட சிக்கலான இடைத் தொடர்புகளை மேலும் ஆய்வில் ஈடுபடுத்த வேண்டும்.,5.692
5176,227653_2.wav,இப்படிப்பட்ட சிக்கலான இடைத் தொடர்புகளை மேலும் ஆய்வில் ஈடுபடுத்த வேண்டும்.,4.668
5798,227654_1.wav,அதாவது அவை தன் ஒப்புமை பண்பு கொண்டவை.,4.796
5175,227654_2.wav,அதாவது அவை தன் ஒப்புமை பண்பு கொண்டவை.,4.476
5797,227655_1.wav,மேலும் சில தலைப்புகளே கிடைத்தன.,4.924
5174,227655_2.wav,மேலும் சில தலைப்புகளே கிடைத்தன.,2.748
5796,227656_1.wav,"பாபநாசம் சிவன், கொத்தமங்கலம் சுப்பு, சங்கு சுப்பிரமணியன் ஆகியோரின் பாடல்களுக்கு வி.",9.788
5173,227656_2.wav,"பாபநாசம் சிவன், கொத்தமங்கலம் சுப்பு, சங்கு சுப்பிரமணியன் ஆகியோரின் பாடல்களுக்கு வி.",6.204
5795,227657_1.wav,இல் இருந்து நடித்து வருகிறார்.,4.54
5172,227657_2.wav,இல் இருந்து நடித்து வருகிறார்.,2.62
5794,227658_1.wav,இப் பெயர்எனக் குறிப்பிடப்பட்டுள்ளது.,3.9
5171,227658_2.wav,இப் பெயர்எனக் குறிப்பிடப்பட்டுள்ளது.,3.004
5793,227659_1.wav,சுப்பையா நாயுடு இசையமைத்த இப்படத்தின் அனைத்துப் பாடல்களையும் எழுதியவர் கவிஞர் வாலி.,7.996
5170,227659_2.wav,சுப்பையா நாயுடு இசையமைத்த இப்படத்தின் அனைத்துப் பாடல்களையும் எழுதியவர் கவிஞர் வாலி.,5.436
5792,227660_1.wav,இச்சமன்பாட்டை பயன்படுத்தி சராசரி வேகத்தை கணக்கிடலாம்.,6.332000000000002
5169,227660_2.wav,இச்சமன்பாட்டை பயன்படுத்தி சராசரி வேகத்தை கணக்கிடலாம்.,3.708
5791,227661_1.wav,"இத்தொடரின் முதல் சீசனில், வாரத்திற்கு சராசரியாக.",6.972
5168,227661_2.wav,"இத்தொடரின் முதல் சீசனில், வாரத்திற்கு சராசரியாக.",4.0280000000000005
5790,227662_1.wav,ஸ்ரீ என்பவர் தமிழில் மொழிபெயர்த்துள்ளார்.,4.924
5167,227662_2.wav,ஸ்ரீ என்பவர் தமிழில் மொழிபெயர்த்துள்ளார்.,3.9
5789,227663_1.wav,வெளிப்படையான வெற்றிகள் இருந்தபோதிலும் நிறுவனம் இன்னமும் கடனில் இருந்தது.,7.74
5166,227663_2.wav,வெளிப்படையான வெற்றிகள் இருந்தபோதிலும் நிறுவனம் இன்னமும் கடனில் இருந்தது.,4.476
5788,227664_1.wav,புள்ளித்தாளானது எப்போதும் நடுவரின் கைவசம் இருக்க வேண்டும்.,6.204
5165,227664_2.wav,புள்ளித்தாளானது எப்போதும் நடுவரின் கைவசம் இருக்க வேண்டும்.,4.412
5787,227665_1.wav,"ஆனால் பின்னர் அதை கைவிட்டு, அதற்கு பதிலாக ஒரு பயணிகள் வாகனத்தை அபகரித்தனர்.",8.636000000000001
5164,227665_2.wav,"ஆனால் பின்னர் அதை கைவிட்டு, அதற்கு பதிலாக ஒரு பயணிகள் வாகனத்தை அபகரித்தனர்.",5.884
5786,227666_1.wav,முத்துலிங்கம் போன்ற எழுத்தாளர்கள் சரஸ்வதி மூலம் அறிமுகமாயினர்.,6.587999999999999
5163,227666_2.wav,முத்துலிங்கம் போன்ற எழுத்தாளர்கள் சரஸ்வதி மூலம் அறிமுகமாயினர்.,4.412
5785,227667_1.wav,ரவியை முதன்மை ஆசிரியராக வருவதைத் தடுத்தார்.,5.308
5784,227668_1.wav,களில் சிவகாசியில் பட்டாசு தொழிற்சாலைகள் நிறுவப்பட்டன.,5.948
5161,227668_2.wav,களில் சிவகாசியில் பட்டாசு தொழிற்சாலைகள் நிறுவப்பட்டன.,4.476
5783,227669_1.wav,புவி மேலோட்டில் கிடைக்கும் கனிமங்களில் இது ஆவது இடத்தில் உள்ளது.,6.972
5782,227671_1.wav,சீனப் பொதுவுடமைக் கட்சியின் மூன்றாம் தலைமுறைத் தலைவர்.,5.692
5774,227671_2.wav,சீனப் பொதுவுடமைக் கட்சியின் மூன்றாம் தலைமுறைத் தலைவர்.,6.972
5781,227672_1.wav,இன்று சிங்கப்பூர் உலகின் பொருளாதார வளம் மிக்க நாடுகளில் ஒன்று.,5.308
5773,227672_2.wav,இன்று சிங்கப்பூர் உலகின் பொருளாதார வளம் மிக்க நாடுகளில் ஒன்று.,6.204
5780,227673_1.wav,கருவூரைத் தலைநகராகக் கொண்டு ஆண்டவன்.,4.796
5772,227673_2.wav,கருவூரைத் தலைநகராகக் கொண்டு ஆண்டவன்.,5.564
5779,227674_1.wav,இந்த நிகழ்முறை இன்றுவரை தொடர்ந்து கொண்டிருக்கிறது.,5.18
5771,227674_2.wav,இந்த நிகழ்முறை இன்றுவரை தொடர்ந்து கொண்டிருக்கிறது.,5.436
5778,227675_1.wav,இருவரும் சேர்ந்து சில படங்களை எடுத்தனர்.,4.54
5770,227675_2.wav,இருவரும் சேர்ந்து சில படங்களை எடுத்தனர்.,4.54
5777,227676_1.wav,குட்டிக்குரங்கு மரக்கிளையில் தாவிக்கொண்டிருக்கும் தனது தாயை இறுகப் பிடித்துக் கொண்டிருப்பது உள்ளுணர்வு.,8.892000000000003
5776,227677_1.wav,நான் என்னுடைய சொந்த கேள்விக்கே பதிலளித்துவிட்டேன்.,5.308
5769,227677_2.wav,நான் என்னுடைய சொந்த கேள்விக்கே பதிலளித்துவிட்டேன்.,5.18
5775,227679_1.wav,பிறகு தங்கள் பெற்றோர்களை விட்டு பிரிந்து சென்று தனியாக வாழத் தொடங்குகின்றன.,7.1
5767,227679_2.wav,பிறகு தங்கள் பெற்றோர்களை விட்டு பிரிந்து சென்று தனியாக வாழத் தொடங்குகின்றன.,6.972
5766,227680_1.wav,"இவர் வடக்கு ஆப்பிரிக்கா, மேற்கு ஆப்பிரிக்கா, தெற்கு ஐரோப்பா.",6.587999999999999
5765,227681_1.wav,சில முதலாளிகள் பயமில்லாத தொழிலாளர்கள் வேண்டும் என எதிர்பார்க்கலாம்.,6.716
4609,227681_2.wav,சில முதலாளிகள் பயமில்லாத தொழிலாளர்கள் வேண்டும் என எதிர்பார்க்கலாம்.,6.972
5764,227682_1.wav,இதை எளிதில் மலாய் அல்ல என்பதை உணரமுடியும்.,6.204
4608,227682_2.wav,இதை எளிதில் மலாய் அல்ல என்பதை உணரமுடியும்.,6.0760000000000005
5763,227683_1.wav,நேசமணி தலைமையில் போராட்டங்களை தொடங்கினர்.,4.924
5762,227684_1.wav,பின்னர் நடைபெற்ற தேர்தலில் இடங்களில் போட்டியிட்ட தி.,5.436
4606,227684_2.wav,பின்னர் நடைபெற்ற தேர்தலில் இடங்களில் போட்டியிட்ட தி.,6.0760000000000005
5761,227685_1.wav,அண்ணாத்துரையின் திராவிட முன்னேற்றக் கழகமும் திமுக நேரடியாக தேர்தலில் பங்கு பெறவில்லை.,6.8439999999999985
4605,227685_2.wav,அண்ணாத்துரையின் திராவிட முன்னேற்றக் கழகமும் திமுக நேரடியாக தேர்தலில் பங்கு பெறவில்லை.,9.02
5760,227686_1.wav,"வருடா வருடம், பொதுவாக உயரமான வாழும் நாயாக கிரேட் டேன் உள்ளது.",6.716
5759,227687_1.wav,"மாநிலம் என்றால், மத்திய பிரதேசம் வழக்குகளுடன் முதல் இடம் பெற்றுள்ளது.",6.46
5758,227688_1.wav,உதாரணமாக சில சொற்கள்.,4.0280000000000005
5757,227689_1.wav,"நிலையான மனிதனிடமிருந்து மறைக்கக்கூடிய அலைகள், குமிழிகள், நுரையாக உலகம் விளங்குகிறது.",8.124
5689,227689_2.wav,"நிலையான மனிதனிடமிருந்து மறைக்கக்கூடிய அலைகள், குமிழிகள், நுரையாக உலகம் விளங்குகிறது.",10.812
5756,227690_1.wav,பாடலின் மூன்றாவது மற்றும் இறுதி பத்திகளின் ஹிப் ஹாப் வகையை செய்வார்.,7.484
5755,227691_1.wav,எல்லோருக்கும் விருந்தோம்பல் நடைபெறும்.,4.412
5688,227691_2.wav,எல்லோருக்கும் விருந்தோம்பல் நடைபெறும்.,6.8439999999999985
5754,227692_1.wav,பரமசிவம் தமிழக எழுத்தாளர்.,4.412
5687,227692_2.wav,பரமசிவம் தமிழக எழுத்தாளர்.,5.692
5753,227693_1.wav,பெண் கொசு அதிகபட்சமாக ஒரு மாதமே உயிருடன் இருக்கும்.,6.332000000000002
1297,227693_2.wav,பெண் கொசு அதிகபட்சமாக ஒரு மாதமே உயிருடன் இருக்கும்.,5.564
5752,227694_1.wav,பலர் இதையிட்டு சர்ச்சை செய்து வருகின்றனர்.,4.54
5751,227695_1.wav,முதல் வரை இக்காட்சி தொடர்ந்தது.,4.412
